2023-05-27 22:47:36,358 - common - INFO - Starting synchronous SGD training with 10 workers
2023-05-27 22:47:36,413 - common - DEBUG - Worker_1 is working on a dataset of size 6000
2023-05-27 22:47:36,457 - common - DEBUG - Worker_8 is working on a dataset of size 6000
2023-05-27 22:47:36,464 - common - DEBUG - Worker_5 is working on a dataset of size 6000
2023-05-27 22:47:36,468 - common - DEBUG - Worker_2 is working on a dataset of size 6000
2023-05-27 22:47:36,470 - common - DEBUG - Worker_7 is working on a dataset of size 6000
2023-05-27 22:47:36,471 - common - DEBUG - Worker_4 is working on a dataset of size 6000
2023-05-27 22:47:36,487 - common - DEBUG - Worker_6 is working on a dataset of size 6000
2023-05-27 22:47:36,501 - common - DEBUG - Worker_9 is working on a dataset of size 6000
2023-05-27 22:47:36,502 - common - DEBUG - Worker_10 is working on a dataset of size 6000
2023-05-27 22:47:36,502 - common - DEBUG - Worker_3 is working on a dataset of size 6000
2023-05-27 22:47:37,513 - common - DEBUG - PS got 1/10 updates (from Worker_7, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,537 - common - DEBUG - PS got 1/10 updates (from Worker_8, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,745 - common - DEBUG - PS got 3/10 updates (from Worker_10, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,748 - common - DEBUG - PS got 3/10 updates (from Worker_3, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,894 - common - DEBUG - PS got 5/10 updates (from Worker_9, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,910 - common - DEBUG - PS got 5/10 updates (from Worker_6, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,912 - common - DEBUG - PS got 5/10 updates (from Worker_2, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,942 - common - DEBUG - PS got 8/10 updates (from Worker_1, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,970 - common - DEBUG - PS got 9/10 updates (from Worker_4, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,973 - common - DEBUG - PS got 9/10 updates (from Worker_5, 1/188 (1/1128), epoch 1/6)
2023-05-27 22:47:37,985 - common - DEBUG - PS updated model, global loss is 2.304787850379944, weights norm is 8.904453052643756
2023-05-27 22:47:38,922 - common - DEBUG - PS got 1/10 updates (from Worker_1, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:38,932 - common - DEBUG - PS got 1/10 updates (from Worker_3, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:38,933 - common - DEBUG - PS got 1/10 updates (from Worker_4, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:38,954 - common - DEBUG - PS got 3/10 updates (from Worker_10, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:39,217 - common - DEBUG - PS got 5/10 updates (from Worker_5, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:39,218 - common - DEBUG - PS got 5/10 updates (from Worker_7, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:39,226 - common - DEBUG - PS got 5/10 updates (from Worker_9, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:39,245 - common - DEBUG - PS got 8/10 updates (from Worker_6, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:39,246 - common - DEBUG - PS got 8/10 updates (from Worker_2, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:39,254 - common - DEBUG - PS got 10/10 updates (from Worker_8, 2/188 (2/1128), epoch 1/6)
2023-05-27 22:47:39,263 - common - DEBUG - PS updated model, global loss is 2.3104508399963377, weights norm is 8.904432846886198
2023-05-27 22:47:40,318 - common - DEBUG - PS got 1/10 updates (from Worker_2, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,323 - common - DEBUG - PS got 1/10 updates (from Worker_5, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,347 - common - DEBUG - PS got 3/10 updates (from Worker_9, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,385 - common - DEBUG - PS got 4/10 updates (from Worker_1, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,425 - common - DEBUG - PS got 5/10 updates (from Worker_3, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,456 - common - DEBUG - PS got 5/10 updates (from Worker_7, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,463 - common - DEBUG - PS got 7/10 updates (from Worker_6, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,509 - common - DEBUG - PS got 8/10 updates (from Worker_8, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,518 - common - DEBUG - PS got 9/10 updates (from Worker_4, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,563 - common - DEBUG - PS got 10/10 updates (from Worker_10, 3/188 (3/1128), epoch 1/6)
2023-05-27 22:47:40,578 - common - DEBUG - PS updated model, global loss is 2.30667884349823, weights norm is 8.904406125313677
2023-05-27 22:47:41,437 - common - DEBUG - PS got 1/10 updates (from Worker_1, 4/188 (4/1128), epoch 1/6)
2023-05-27 22:47:41,535 - common - DEBUG - PS got 2/10 updates (from Worker_6, 4/188 (4/1128), epoch 1/6)
2023-05-27 22:47:41,650 - common - DEBUG - PS got 3/10 updates (from Worker_4, 4/188 (4/1128), epoch 1/6)
2023-05-27 22:47:41,686 - common - DEBUG - PS got 4/10 updates (from Worker_9, 4/188 (4/1128), epoch 1/6)
2023-05-27 22:47:41,727 - common - DEBUG - PS got 5/10 updates (from Worker_7, 4/188 (4/1128), epoch 1/6)
2023-05-27 22:47:41,749 - common - DEBUG - PS got 6/10 updates (from Worker_10, 4/188 (4/1128), epoch 1/6)
2023-05-27 22:47:41,755 - common - DEBUG - PS got 6/10 updates (from Worker_8, 4/188 (4/1128), epoch 1/6)
2023-05-27 22:47:41,800 - common - DEBUG - PS got 8/10 updates (from Worker_3, 4/188 (4/1128), epoch 1/6)
2023-05-27 22:47:41,809 - common - DEBUG - PS got 9/10 updates (from Worker_5, 4/188 (4/1128), epoch 1/6)
2023-05-27 22:47:41,838 - common - DEBUG - PS got 10/10 updates (from Worker_2, 4/188 (4/1128), epoch 1/6)
