2023-05-28 12:10:25,961 - common - INFO - Starting synchronous SGD training with 10 workers
2023-05-28 12:10:25,995 - common - DEBUG - Worker_1 is working on a dataset of size 6000
2023-05-28 12:10:26,010 - common - DEBUG - Worker_4 is working on a dataset of size 6000
2023-05-28 12:10:26,010 - common - DEBUG - Worker_5 is working on a dataset of size 6000
2023-05-28 12:10:26,025 - common - DEBUG - Worker_3 is working on a dataset of size 6000
2023-05-28 12:10:26,040 - common - DEBUG - Worker_7 is working on a dataset of size 6000
2023-05-28 12:10:26,040 - common - DEBUG - Worker_10 is working on a dataset of size 6000
2023-05-28 12:10:26,040 - common - DEBUG - Worker_9 is working on a dataset of size 6000
2023-05-28 12:10:26,041 - common - DEBUG - Worker_2 is working on a dataset of size 6000
2023-05-28 12:10:26,052 - common - DEBUG - Worker_8 is working on a dataset of size 6000
2023-05-28 12:10:26,053 - common - DEBUG - Worker_6 is working on a dataset of size 6000
2023-05-28 12:10:26,180 - common - DEBUG - PS got 1/10 updates (from Worker_5, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:26,770 - common - DEBUG - PS got 2/10 updates (from Worker_2, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:26,984 - common - DEBUG - PS got 3/10 updates (from Worker_1, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:27,063 - common - DEBUG - PS got 4/10 updates (from Worker_8, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:27,088 - common - DEBUG - PS got 4/10 updates (from Worker_3, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:27,091 - common - DEBUG - PS got 4/10 updates (from Worker_4, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:27,089 - common - DEBUG - PS got 4/10 updates (from Worker_7, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:27,245 - common - DEBUG - PS got 8/10 updates (from Worker_10, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:27,247 - common - DEBUG - PS got 8/10 updates (from Worker_6, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:27,270 - common - DEBUG - PS got 10/10 updates (from Worker_9, 1/188 (1/1128), epoch 1/6)
2023-05-28 12:10:27,284 - common - DEBUG - PS updated model, global loss is 2.3072161436080934, weights norm is 8.890640821228486
2023-05-28 12:10:28,124 - common - DEBUG - PS got 1/10 updates (from Worker_1, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,150 - common - DEBUG - PS got 2/10 updates (from Worker_7, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,179 - common - DEBUG - PS got 3/10 updates (from Worker_4, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,250 - common - DEBUG - PS got 4/10 updates (from Worker_2, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,364 - common - DEBUG - PS got 5/10 updates (from Worker_5, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,419 - common - DEBUG - PS got 6/10 updates (from Worker_10, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,438 - common - DEBUG - PS got 7/10 updates (from Worker_9, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,440 - common - DEBUG - PS got 7/10 updates (from Worker_3, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,450 - common - DEBUG - PS got 9/10 updates (from Worker_6, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,465 - common - DEBUG - PS got 10/10 updates (from Worker_8, 2/188 (2/1128), epoch 1/6)
2023-05-28 12:10:28,472 - common - DEBUG - PS updated model, global loss is 2.3052534103393554, weights norm is 8.890633900247177
2023-05-28 12:10:29,224 - common - DEBUG - PS got 1/10 updates (from Worker_5, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,286 - common - DEBUG - PS got 2/10 updates (from Worker_10, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,515 - common - DEBUG - PS got 3/10 updates (from Worker_2, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,566 - common - DEBUG - PS got 4/10 updates (from Worker_4, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,673 - common - DEBUG - PS got 5/10 updates (from Worker_6, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,720 - common - DEBUG - PS got 6/10 updates (from Worker_8, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,771 - common - DEBUG - PS got 7/10 updates (from Worker_9, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,854 - common - DEBUG - PS got 8/10 updates (from Worker_3, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,880 - common - DEBUG - PS got 9/10 updates (from Worker_7, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,883 - common - DEBUG - PS got 9/10 updates (from Worker_1, 3/188 (3/1128), epoch 1/6)
2023-05-28 12:10:29,895 - common - DEBUG - PS updated model, global loss is 2.3061384201049804, weights norm is 8.890630326761
