2023-05-28 12:39:33,447 - common - INFO - Starting synchronous SGD training with 5 workers
2023-05-28 12:39:33,939 - common - DEBUG - Worker_1 is working on a dataset of size 12000
2023-05-28 12:39:34,214 - common - DEBUG - Worker_2 is working on a dataset of size 12000
2023-05-28 12:39:34,446 - common - DEBUG - PS got 1/5 updates (from Worker_1, 1/375 (1/2250), epoch 1/6)
2023-05-28 12:39:34,511 - common - DEBUG - Worker_3 is working on a dataset of size 12000
2023-05-28 12:39:34,689 - common - DEBUG - PS got 2/5 updates (from Worker_2, 1/375 (1/2250), epoch 1/6)
2023-05-28 12:39:34,860 - common - DEBUG - Worker_4 is working on a dataset of size 12000
2023-05-28 12:39:34,895 - common - DEBUG - PS got 3/5 updates (from Worker_3, 1/375 (1/2250), epoch 1/6)
2023-05-28 12:39:35,027 - common - DEBUG - Worker_5 is working on a dataset of size 12000
2023-05-28 12:39:35,160 - common - DEBUG - PS got 4/5 updates (from Worker_4, 1/375 (1/2250), epoch 1/6)
2023-05-28 12:39:35,179 - common - DEBUG - PS got 5/5 updates (from Worker_5, 1/375 (1/2250), epoch 1/6)
2023-05-28 12:39:35,188 - common - DEBUG - PS updated model, global loss is 2.3131000995635986, weights norm is 8.942312887553818
2023-05-28 12:39:35,216 - common - DEBUG - PS got 1/5 updates (from Worker_5, 2/375 (2/2250), epoch 1/6)
2023-05-28 12:39:35,714 - common - DEBUG - PS got 2/5 updates (from Worker_4, 2/375 (2/2250), epoch 1/6)
2023-05-28 12:39:35,734 - common - DEBUG - PS got 3/5 updates (from Worker_1, 2/375 (2/2250), epoch 1/6)
2023-05-28 12:39:35,741 - common - DEBUG - PS got 3/5 updates (from Worker_2, 2/375 (2/2250), epoch 1/6)
2023-05-28 12:39:35,746 - common - DEBUG - PS got 5/5 updates (from Worker_3, 2/375 (2/2250), epoch 1/6)
2023-05-28 12:39:35,751 - common - DEBUG - PS updated model, global loss is 2.3083952903747558, weights norm is 8.94229333032722
2023-05-28 12:39:36,335 - common - DEBUG - PS got 1/5 updates (from Worker_1, 3/375 (3/2250), epoch 1/6)
2023-05-28 12:39:36,347 - common - DEBUG - PS got 2/5 updates (from Worker_2, 3/375 (3/2250), epoch 1/6)
2023-05-28 12:39:36,395 - common - DEBUG - PS got 3/5 updates (from Worker_5, 3/375 (3/2250), epoch 1/6)
2023-05-28 12:39:36,395 - common - DEBUG - PS got 3/5 updates (from Worker_3, 3/375 (3/2250), epoch 1/6)
2023-05-28 12:39:36,402 - common - DEBUG - PS got 5/5 updates (from Worker_4, 3/375 (3/2250), epoch 1/6)
2023-05-28 12:39:36,407 - common - DEBUG - PS updated model, global loss is 2.3063446521759032, weights norm is 8.942269688079467
2023-05-28 12:39:36,455 - common - DEBUG - PS got 1/5 updates (from Worker_5, 4/375 (4/2250), epoch 1/6)
2023-05-28 12:39:36,810 - common - DEBUG - PS got 2/5 updates (from Worker_1, 4/375 (4/2250), epoch 1/6)
2023-05-28 12:39:36,822 - common - DEBUG - PS got 3/5 updates (from Worker_3, 4/375 (4/2250), epoch 1/6)
2023-05-28 12:39:36,876 - common - DEBUG - PS got 4/5 updates (from Worker_2, 4/375 (4/2250), epoch 1/6)
2023-05-28 12:39:36,882 - common - DEBUG - PS got 5/5 updates (from Worker_4, 4/375 (4/2250), epoch 1/6)
2023-05-28 12:39:36,887 - common - DEBUG - PS updated model, global loss is 2.3076026916503904, weights norm is 8.94223985491203
2023-05-28 12:39:36,954 - common - DEBUG - PS got 1/5 updates (from Worker_4, 5/375 (5/2250), epoch 1/6)
2023-05-28 12:39:37,375 - common - DEBUG - PS got 2/5 updates (from Worker_2, 5/375 (5/2250), epoch 1/6)
2023-05-28 12:39:37,431 - common - DEBUG - PS got 3/5 updates (from Worker_3, 5/375 (5/2250), epoch 1/6)
2023-05-28 12:39:37,440 - common - DEBUG - PS got 4/5 updates (from Worker_5, 5/375 (5/2250), epoch 1/6)
2023-05-28 12:39:37,445 - common - DEBUG - PS got 5/5 updates (from Worker_1, 5/375 (5/2250), epoch 1/6)
2023-05-28 12:39:37,451 - common - DEBUG - PS updated model, global loss is 2.3039255142211914, weights norm is 8.942206300336975
2023-05-28 12:39:37,471 - common - DEBUG - PS got 1/5 updates (from Worker_5, 6/375 (6/2250), epoch 1/6)
2023-05-28 12:39:37,915 - common - DEBUG - PS got 2/5 updates (from Worker_3, 6/375 (6/2250), epoch 1/6)
2023-05-28 12:39:37,918 - common - DEBUG - PS got 2/5 updates (from Worker_2, 6/375 (6/2250), epoch 1/6)
2023-05-28 12:39:37,932 - common - DEBUG - PS got 4/5 updates (from Worker_4, 6/375 (6/2250), epoch 1/6)
2023-05-28 12:39:37,942 - common - DEBUG - PS got 5/5 updates (from Worker_1, 6/375 (6/2250), epoch 1/6)
2023-05-28 12:39:37,948 - common - DEBUG - PS updated model, global loss is 2.2988037109375, weights norm is 8.942176873463023
2023-05-28 12:39:38,535 - common - DEBUG - PS got 1/5 updates (from Worker_3, 7/375 (7/2250), epoch 1/6)
2023-05-28 12:39:38,546 - common - DEBUG - PS got 2/5 updates (from Worker_5, 7/375 (7/2250), epoch 1/6)
2023-05-28 12:39:38,578 - common - DEBUG - PS got 3/5 updates (from Worker_2, 7/375 (7/2250), epoch 1/6)
2023-05-28 12:39:38,601 - common - DEBUG - PS got 4/5 updates (from Worker_4, 7/375 (7/2250), epoch 1/6)
2023-05-28 12:39:38,604 - common - DEBUG - PS got 5/5 updates (from Worker_1, 7/375 (7/2250), epoch 1/6)
2023-05-28 12:39:38,609 - common - DEBUG - PS updated model, global loss is 2.307396125793457, weights norm is 8.942147469170777
2023-05-28 12:39:38,987 - common - DEBUG - PS got 1/5 updates (from Worker_1, 8/375 (8/2250), epoch 1/6)
2023-05-28 12:39:39,167 - common - DEBUG - PS got 2/5 updates (from Worker_5, 8/375 (8/2250), epoch 1/6)
2023-05-28 12:39:39,170 - common - DEBUG - PS got 2/5 updates (from Worker_4, 8/375 (8/2250), epoch 1/6)
2023-05-28 12:39:39,174 - common - DEBUG - PS got 3/5 updates (from Worker_2, 8/375 (8/2250), epoch 1/6)
2023-05-28 12:39:39,175 - common - DEBUG - PS got 4/5 updates (from Worker_3, 8/375 (8/2250), epoch 1/6)
2023-05-28 12:39:39,183 - common - DEBUG - PS updated model, global loss is 2.3099474906921387, weights norm is 8.942114833144334
2023-05-28 12:39:39,204 - common - DEBUG - PS got 1/5 updates (from Worker_5, 9/375 (9/2250), epoch 1/6)
2023-05-28 12:39:39,214 - common - DEBUG - PS got 2/5 updates (from Worker_2, 9/375 (9/2250), epoch 1/6)
2023-05-28 12:39:39,239 - common - DEBUG - PS got 3/5 updates (from Worker_3, 9/375 (9/2250), epoch 1/6)
2023-05-28 12:39:39,353 - common - DEBUG - PS got 4/5 updates (from Worker_1, 9/375 (9/2250), epoch 1/6)
2023-05-28 12:39:39,359 - common - DEBUG - PS got 5/5 updates (from Worker_4, 9/375 (9/2250), epoch 1/6)
2023-05-28 12:39:39,363 - common - DEBUG - PS updated model, global loss is 2.3025601863861085, weights norm is 8.942087161196707
2023-05-28 12:39:39,534 - common - DEBUG - PS got 1/5 updates (from Worker_5, 10/375 (10/2250), epoch 1/6)
2023-05-28 12:39:39,718 - common - DEBUG - PS got 2/5 updates (from Worker_2, 10/375 (10/2250), epoch 1/6)
2023-05-28 12:39:39,802 - common - DEBUG - PS got 3/5 updates (from Worker_1, 10/375 (10/2250), epoch 1/6)
2023-05-28 12:39:39,824 - common - DEBUG - PS got 4/5 updates (from Worker_4, 10/375 (10/2250), epoch 1/6)
2023-05-28 12:39:39,824 - common - DEBUG - PS got 4/5 updates (from Worker_3, 10/375 (10/2250), epoch 1/6)
2023-05-28 12:39:39,830 - common - DEBUG - PS updated model, global loss is 2.305724859237671, weights norm is 8.942063323814018
2023-05-28 12:39:40,332 - common - DEBUG - PS got 1/5 updates (from Worker_2, 11/375 (11/2250), epoch 1/6)
2023-05-28 12:39:40,419 - common - DEBUG - PS got 2/5 updates (from Worker_1, 11/375 (11/2250), epoch 1/6)
2023-05-28 12:39:40,423 - common - DEBUG - PS got 2/5 updates (from Worker_4, 11/375 (11/2250), epoch 1/6)
2023-05-28 12:39:40,427 - common - DEBUG - PS got 3/5 updates (from Worker_3, 11/375 (11/2250), epoch 1/6)
2023-05-28 12:39:40,431 - common - DEBUG - PS got 5/5 updates (from Worker_5, 11/375 (11/2250), epoch 1/6)
2023-05-28 12:39:40,436 - common - DEBUG - PS updated model, global loss is 2.3065162181854246, weights norm is 8.942047865466865
2023-05-28 12:39:40,470 - common - DEBUG - PS got 1/5 updates (from Worker_5, 12/375 (12/2250), epoch 1/6)
2023-05-28 12:39:40,483 - common - DEBUG - PS got 2/5 updates (from Worker_4, 12/375 (12/2250), epoch 1/6)
2023-05-28 12:39:40,782 - common - DEBUG - PS got 3/5 updates (from Worker_3, 12/375 (12/2250), epoch 1/6)
2023-05-28 12:39:40,850 - common - DEBUG - PS got 4/5 updates (from Worker_2, 12/375 (12/2250), epoch 1/6)
2023-05-28 12:39:40,854 - common - DEBUG - PS got 5/5 updates (from Worker_1, 12/375 (12/2250), epoch 1/6)
2023-05-28 12:39:40,859 - common - DEBUG - PS updated model, global loss is 2.295531988143921, weights norm is 8.94204871952286
2023-05-28 12:39:41,414 - common - DEBUG - PS got 1/5 updates (from Worker_1, 13/375 (13/2250), epoch 1/6)
2023-05-28 12:39:41,433 - common - DEBUG - PS got 1/5 updates (from Worker_3, 13/375 (13/2250), epoch 1/6)
2023-05-28 12:39:41,434 - common - DEBUG - PS got 1/5 updates (from Worker_2, 13/375 (13/2250), epoch 1/6)
2023-05-28 12:39:41,438 - common - DEBUG - PS got 1/5 updates (from Worker_5, 13/375 (13/2250), epoch 1/6)
2023-05-28 12:39:41,442 - common - DEBUG - PS got 3/5 updates (from Worker_4, 13/375 (13/2250), epoch 1/6)
2023-05-28 12:39:41,451 - common - DEBUG - PS updated model, global loss is 2.3034865856170654, weights norm is 8.942057166873974
2023-05-28 12:39:41,563 - common - DEBUG - PS got 1/5 updates (from Worker_4, 14/375 (14/2250), epoch 1/6)
2023-05-28 12:39:41,611 - common - DEBUG - PS got 2/5 updates (from Worker_2, 14/375 (14/2250), epoch 1/6)
2023-05-28 12:39:41,792 - common - DEBUG - PS got 3/5 updates (from Worker_5, 14/375 (14/2250), epoch 1/6)
2023-05-28 12:39:41,839 - common - DEBUG - PS got 4/5 updates (from Worker_1, 14/375 (14/2250), epoch 1/6)
2023-05-28 12:39:41,843 - common - DEBUG - PS got 5/5 updates (from Worker_3, 14/375 (14/2250), epoch 1/6)
2023-05-28 12:39:41,849 - common - DEBUG - PS updated model, global loss is 2.3004344940185546, weights norm is 8.942077791285321
2023-05-28 12:39:42,416 - common - DEBUG - PS got 1/5 updates (from Worker_5, 15/375 (15/2250), epoch 1/6)
2023-05-28 12:39:42,427 - common - DEBUG - PS got 2/5 updates (from Worker_4, 15/375 (15/2250), epoch 1/6)
2023-05-28 12:39:42,437 - common - DEBUG - PS got 3/5 updates (from Worker_1, 15/375 (15/2250), epoch 1/6)
2023-05-28 12:39:42,439 - common - DEBUG - PS got 4/5 updates (from Worker_2, 15/375 (15/2250), epoch 1/6)
2023-05-28 12:39:42,443 - common - DEBUG - PS got 5/5 updates (from Worker_3, 15/375 (15/2250), epoch 1/6)
2023-05-28 12:39:42,448 - common - DEBUG - PS updated model, global loss is 2.296519899368286, weights norm is 8.942114073797038
2023-05-28 12:39:42,550 - common - DEBUG - PS got 1/5 updates (from Worker_4, 16/375 (16/2250), epoch 1/6)
2023-05-28 12:39:42,750 - common - DEBUG - PS got 2/5 updates (from Worker_2, 16/375 (16/2250), epoch 1/6)
2023-05-28 12:39:42,757 - common - DEBUG - PS got 3/5 updates (from Worker_1, 16/375 (16/2250), epoch 1/6)
2023-05-28 12:39:42,803 - common - DEBUG - PS got 4/5 updates (from Worker_5, 16/375 (16/2250), epoch 1/6)
2023-05-28 12:39:42,812 - common - DEBUG - PS got 5/5 updates (from Worker_3, 16/375 (16/2250), epoch 1/6)
2023-05-28 12:39:42,818 - common - DEBUG - PS updated model, global loss is 2.3016895294189452, weights norm is 8.942157066653506
2023-05-28 12:39:42,838 - common - DEBUG - PS got 1/5 updates (from Worker_2, 17/375 (17/2250), epoch 1/6)
2023-05-28 12:39:43,149 - common - DEBUG - PS got 2/5 updates (from Worker_5, 17/375 (17/2250), epoch 1/6)
2023-05-28 12:39:43,171 - common - DEBUG - PS got 3/5 updates (from Worker_4, 17/375 (17/2250), epoch 1/6)
2023-05-28 12:39:43,240 - common - DEBUG - PS got 4/5 updates (from Worker_1, 17/375 (17/2250), epoch 1/6)
2023-05-28 12:39:43,245 - common - DEBUG - PS got 4/5 updates (from Worker_3, 17/375 (17/2250), epoch 1/6)
2023-05-28 12:39:43,252 - common - DEBUG - PS updated model, global loss is 2.300997591018677, weights norm is 8.942213439867306
2023-05-28 12:39:43,272 - common - DEBUG - PS got 1/5 updates (from Worker_4, 18/375 (18/2250), epoch 1/6)
2023-05-28 12:39:43,853 - common - DEBUG - PS got 2/5 updates (from Worker_1, 18/375 (18/2250), epoch 1/6)
2023-05-28 12:39:43,859 - common - DEBUG - PS got 2/5 updates (from Worker_3, 18/375 (18/2250), epoch 1/6)
2023-05-28 12:39:43,863 - common - DEBUG - PS got 3/5 updates (from Worker_5, 18/375 (18/2250), epoch 1/6)
2023-05-28 12:39:43,864 - common - DEBUG - PS got 4/5 updates (from Worker_2, 18/375 (18/2250), epoch 1/6)
2023-05-28 12:39:43,873 - common - DEBUG - PS updated model, global loss is 2.2986960411071777, weights norm is 8.942285310821086
2023-05-28 12:39:44,409 - common - DEBUG - PS got 1/5 updates (from Worker_5, 19/375 (19/2250), epoch 1/6)
2023-05-28 12:39:44,418 - common - DEBUG - PS got 2/5 updates (from Worker_3, 19/375 (19/2250), epoch 1/6)
2023-05-28 12:39:44,472 - common - DEBUG - PS got 3/5 updates (from Worker_1, 19/375 (19/2250), epoch 1/6)
2023-05-28 12:39:44,518 - common - DEBUG - PS got 4/5 updates (from Worker_2, 19/375 (19/2250), epoch 1/6)
2023-05-28 12:39:44,520 - common - DEBUG - PS got 5/5 updates (from Worker_4, 19/375 (19/2250), epoch 1/6)
2023-05-28 12:39:44,527 - common - DEBUG - PS updated model, global loss is 2.2961569309234617, weights norm is 8.942364386336667
2023-05-28 12:39:45,118 - common - DEBUG - PS got 1/5 updates (from Worker_2, 20/375 (20/2250), epoch 1/6)
2023-05-28 12:39:45,220 - common - DEBUG - PS got 2/5 updates (from Worker_4, 20/375 (20/2250), epoch 1/6)
2023-05-28 12:39:45,223 - common - DEBUG - PS got 3/5 updates (from Worker_3, 20/375 (20/2250), epoch 1/6)
2023-05-28 12:39:45,226 - common - DEBUG - PS got 3/5 updates (from Worker_5, 20/375 (20/2250), epoch 1/6)
2023-05-28 12:39:45,228 - common - DEBUG - PS got 5/5 updates (from Worker_1, 20/375 (20/2250), epoch 1/6)
2023-05-28 12:39:45,232 - common - DEBUG - PS updated model, global loss is 2.2943348407745363, weights norm is 8.942463107812145
2023-05-28 12:39:45,380 - common - DEBUG - PS got 1/5 updates (from Worker_3, 21/375 (21/2250), epoch 1/6)
2023-05-28 12:39:45,454 - common - DEBUG - PS got 2/5 updates (from Worker_5, 21/375 (21/2250), epoch 1/6)
2023-05-28 12:39:45,470 - common - DEBUG - PS got 3/5 updates (from Worker_1, 21/375 (21/2250), epoch 1/6)
2023-05-28 12:39:45,475 - common - DEBUG - PS got 4/5 updates (from Worker_4, 21/375 (21/2250), epoch 1/6)
2023-05-28 12:39:45,479 - common - DEBUG - PS got 5/5 updates (from Worker_2, 21/375 (21/2250), epoch 1/6)
2023-05-28 12:39:45,483 - common - DEBUG - PS updated model, global loss is 2.2959649562835693, weights norm is 8.942573378766589
2023-05-28 12:39:45,701 - common - DEBUG - PS got 1/5 updates (from Worker_4, 22/375 (22/2250), epoch 1/6)
2023-05-28 12:39:45,924 - common - DEBUG - PS got 2/5 updates (from Worker_5, 22/375 (22/2250), epoch 1/6)
2023-05-28 12:39:45,941 - common - DEBUG - PS got 3/5 updates (from Worker_1, 22/375 (22/2250), epoch 1/6)
2023-05-28 12:39:46,012 - common - DEBUG - PS got 4/5 updates (from Worker_2, 22/375 (22/2250), epoch 1/6)
2023-05-28 12:39:46,012 - common - DEBUG - PS got 4/5 updates (from Worker_3, 22/375 (22/2250), epoch 1/6)
2023-05-28 12:39:46,020 - common - DEBUG - PS updated model, global loss is 2.2897406101226805, weights norm is 8.942707060971319
2023-05-28 12:39:46,052 - common - DEBUG - PS got 1/5 updates (from Worker_1, 23/375 (23/2250), epoch 1/6)
2023-05-28 12:39:46,103 - common - DEBUG - PS got 2/5 updates (from Worker_2, 23/375 (23/2250), epoch 1/6)
2023-05-28 12:39:46,111 - common - DEBUG - PS got 3/5 updates (from Worker_5, 23/375 (23/2250), epoch 1/6)
2023-05-28 12:39:46,175 - common - DEBUG - PS got 4/5 updates (from Worker_3, 23/375 (23/2250), epoch 1/6)
2023-05-28 12:39:46,183 - common - DEBUG - PS got 5/5 updates (from Worker_4, 23/375 (23/2250), epoch 1/6)
2023-05-28 12:39:46,190 - common - DEBUG - PS updated model, global loss is 2.2908751010894775, weights norm is 8.942860026629956
2023-05-28 12:39:46,671 - common - DEBUG - PS got 1/5 updates (from Worker_3, 24/375 (24/2250), epoch 1/6)
2023-05-28 12:39:46,749 - common - DEBUG - PS got 2/5 updates (from Worker_5, 24/375 (24/2250), epoch 1/6)
2023-05-28 12:39:46,791 - common - DEBUG - PS got 3/5 updates (from Worker_1, 24/375 (24/2250), epoch 1/6)
2023-05-28 12:39:46,813 - common - DEBUG - PS got 4/5 updates (from Worker_4, 24/375 (24/2250), epoch 1/6)
2023-05-28 12:39:46,818 - common - DEBUG - PS got 5/5 updates (from Worker_2, 24/375 (24/2250), epoch 1/6)
2023-05-28 12:39:46,825 - common - DEBUG - PS updated model, global loss is 2.2919779777526856, weights norm is 8.943037690581132
2023-05-28 12:39:47,342 - common - DEBUG - PS got 1/5 updates (from Worker_4, 25/375 (25/2250), epoch 1/6)
2023-05-28 12:39:47,364 - common - DEBUG - PS got 2/5 updates (from Worker_2, 25/375 (25/2250), epoch 1/6)
2023-05-28 12:39:47,375 - common - DEBUG - PS got 3/5 updates (from Worker_3, 25/375 (25/2250), epoch 1/6)
2023-05-28 12:39:47,391 - common - DEBUG - PS got 4/5 updates (from Worker_5, 25/375 (25/2250), epoch 1/6)
2023-05-28 12:39:47,395 - common - DEBUG - PS got 5/5 updates (from Worker_1, 25/375 (25/2250), epoch 1/6)
2023-05-28 12:39:47,401 - common - DEBUG - PS updated model, global loss is 2.2903691291809083, weights norm is 8.943233164699233
2023-05-28 12:39:47,742 - common - DEBUG - PS got 1/5 updates (from Worker_3, 26/375 (26/2250), epoch 1/6)
2023-05-28 12:39:47,782 - common - DEBUG - PS got 2/5 updates (from Worker_5, 26/375 (26/2250), epoch 1/6)
2023-05-28 12:39:47,894 - common - DEBUG - PS got 3/5 updates (from Worker_4, 26/375 (26/2250), epoch 1/6)
2023-05-28 12:39:47,903 - common - DEBUG - PS got 4/5 updates (from Worker_1, 26/375 (26/2250), epoch 1/6)
2023-05-28 12:39:47,905 - common - DEBUG - PS got 4/5 updates (from Worker_2, 26/375 (26/2250), epoch 1/6)
2023-05-28 12:39:47,910 - common - DEBUG - PS updated model, global loss is 2.2903034687042236, weights norm is 8.943441590602735
2023-05-28 12:39:47,933 - common - DEBUG - PS got 1/5 updates (from Worker_5, 27/375 (27/2250), epoch 1/6)
2023-05-28 12:39:48,447 - common - DEBUG - PS got 2/5 updates (from Worker_4, 27/375 (27/2250), epoch 1/6)
2023-05-28 12:39:48,486 - common - DEBUG - PS got 3/5 updates (from Worker_3, 27/375 (27/2250), epoch 1/6)
2023-05-28 12:39:48,496 - common - DEBUG - PS got 4/5 updates (from Worker_2, 27/375 (27/2250), epoch 1/6)
2023-05-28 12:39:48,497 - common - DEBUG - PS got 4/5 updates (from Worker_1, 27/375 (27/2250), epoch 1/6)
2023-05-28 12:39:48,503 - common - DEBUG - PS updated model, global loss is 2.289969062805176, weights norm is 8.943661850218598
2023-05-28 12:39:48,544 - common - DEBUG - PS got 1/5 updates (from Worker_4, 28/375 (28/2250), epoch 1/6)
2023-05-28 12:39:48,745 - common - DEBUG - PS got 2/5 updates (from Worker_5, 28/375 (28/2250), epoch 1/6)
2023-05-28 12:39:48,869 - common - DEBUG - PS got 3/5 updates (from Worker_3, 28/375 (28/2250), epoch 1/6)
